record_id,garage_id,date,day_of_week,total_bays,occupied_bays,available_bays,utilization_rate,pending_jobs_queue,avg_job_duration_days,estimated_next_available_slot_days,current_workload_level
CAP13952,GAR039,2025-02-09,Sunday,6,3,3,0.5,0,2.91,0.0,moderate
CAP13953,GAR039,2025-02-10,Monday,6,2,4,0.333,0,3.31,0.0,low
CAP13954,GAR039,2025-02-11,Tuesday,6,3,3,0.5,0,2.94,0.0,moderate
CAP13955,GAR039,2025-02-12,Wednesday,6,3,3,0.5,0,3.02,0.0,moderate
CAP13956,GAR039,2025-02-13,Thursday,6,4,2,0.667,2,3.46,0.5,moderate
CAP13957,GAR039,2025-02-14,Friday,6,2,4,0.333,0,2.87,0.0,low
CAP13958,GAR039,2025-02-15,Saturday,6,3,3,0.5,0,2.82,0.0,moderate
CAP13959,GAR039,2025-02-16,Sunday,6,2,4,0.333,0,2.82,0.0,low
CAP13960,GAR039,2025-02-17,Monday,6,4,2,0.667,1,3.05,0.28,moderate
CAP13961,GAR039,2025-02-18,Tuesday,6,2,4,0.333,0,3.28,0.0,low
CAP13962,GAR039,2025-02-19,Wednesday,6,3,3,0.5,0,3.11,0.0,moderate
CAP13963,GAR039,2025-02-20,Thursday,6,4,2,0.667,0,2.29,0.0,moderate
CAP13964,GAR039,2025-02-21,Friday,6,4,2,0.667,2,3.06,0.59,moderate
CAP13965,GAR039,2025-02-22,Saturday,6,2,4,0.333,0,2.79,0.0,low
CAP13966,GAR039,2025-02-23,Sunday,6,2,4,0.333,0,3.1,0.0,low
CAP13967,GAR039,2025-02-24,Monday,6,4,2,0.667,0,3.12,0.0,moderate
CAP13968,GAR039,2025-02-25,Tuesday,6,3,3,0.5,0,2.7,0.0,moderate
CAP13969,GAR039,2025-02-26,Wednesday,6,4,2,0.667,3,2.74,0.63,moderate
CAP13970,GAR039,2025-02-27,Thursday,6,5,1,0.833,6,3.03,1.95,high
CAP13971,GAR039,2025-02-28,Friday,6,3,3,0.5,0,2.98,0.0,moderate
CAP13972,GAR039,2025-03-01,Saturday,6,1,5,0.167,0,2.95,0.0,low
CAP13973,GAR039,2025-03-02,Sunday,6,2,4,0.333,0,3.07,0.0,low
CAP13974,GAR039,2025-03-03,Monday,6,5,1,0.833,4,2.57,0.83,high
CAP13975,GAR039,2025-03-04,Tuesday,6,4,2,0.667,4,3.59,1.53,moderate
CAP13976,GAR039,2025-03-05,Wednesday,6,1,5,0.167,0,2.83,0.0,low
CAP13977,GAR039,2025-03-06,Thursday,6,4,2,0.667,1,2.97,0.27,moderate
CAP13978,GAR039,2025-03-07,Friday,6,3,3,0.5,0,2.87,0.0,moderate
CAP13979,GAR039,2025-03-08,Saturday,6,3,3,0.5,0,3.69,0.0,moderate
CAP13980,GAR039,2025-03-09,Sunday,6,1,5,0.167,0,2.86,0.0,low
CAP13981,GAR039,2025-03-10,Monday,6,4,2,0.667,1,2.72,0.29,moderate
CAP13982,GAR039,2025-03-11,Tuesday,6,2,4,0.333,0,2.81,0.0,low
CAP13983,GAR039,2025-03-12,Wednesday,6,3,3,0.5,0,2.07,0.0,moderate
CAP13984,GAR039,2025-03-13,Thursday,6,4,2,0.667,0,2.98,0.0,moderate
CAP13985,GAR039,2025-03-14,Friday,6,4,2,0.667,1,3.27,0.23,moderate
CAP13986,GAR039,2025-03-15,Saturday,6,1,5,0.167,0,2.94,0.0,low
CAP13987,GAR039,2025-03-16,Sunday,6,2,4,0.333,0,3.08,0.0,low
CAP13988,GAR039,2025-03-17,Monday,6,4,2,0.667,2,2.99,0.46,moderate
CAP13989,GAR039,2025-03-18,Tuesday,6,2,4,0.333,0,3.09,0.0,low
CAP13990,GAR039,2025-03-19,Wednesday,6,5,1,0.833,2,3.39,0.49,high
CAP13991,GAR039,2025-03-20,Thursday,6,4,2,0.667,0,2.87,0.0,moderate
CAP13992,GAR039,2025-03-21,Friday,6,2,4,0.333,0,2.4,0.0,low
CAP13993,GAR039,2025-03-22,Saturday,6,3,3,0.5,0,2.83,0.0,moderate
CAP13994,GAR039,2025-03-23,Sunday,6,1,5,0.167,0,2.67,0.0,low
CAP13995,GAR039,2025-03-24,Monday,6,3,3,0.5,0,2.78,0.0,moderate
CAP13996,GAR039,2025-03-25,Tuesday,6,5,1,0.833,6,3.55,1.73,high
CAP13997,GAR039,2025-03-26,Wednesday,6,3,3,0.5,0,3.16,0.0,moderate
CAP13998,GAR039,2025-03-27,Thursday,6,2,4,0.333,0,2.89,0.0,low
CAP13999,GAR039,2025-03-28,Friday,6,3,3,0.5,0,2.96,0.0,moderate
CAP14000,GAR039,2025-03-29,Saturday,6,1,5,0.167,0,3.17,0.0,low
CAP14001,GAR039,2025-03-30,Sunday,6,3,3,0.5,0,3.36,0.0,moderate
CAP14002,GAR039,2025-03-31,Monday,6,5,1,0.833,2,3.34,0.61,high
CAP14003,GAR039,2025-04-01,Tuesday,6,5,1,0.833,5,3.02,1.6,high
CAP14004,GAR039,2025-04-02,Wednesday,6,3,3,0.5,0,2.84,0.0,moderate
CAP14005,GAR039,2025-04-03,Thursday,6,5,1,0.833,5,3.41,1.19,high
CAP14006,GAR039,2025-04-04,Friday,6,3,3,0.5,0,3.19,0.0,moderate
CAP14007,GAR039,2025-04-05,Saturday,6,4,2,0.667,0,2.85,0.0,moderate
CAP14008,GAR039,2025-04-06,Sunday,6,1,5,0.167,0,3.18,0.0,low
CAP14009,GAR039,2025-04-07,Monday,6,2,4,0.333,0,2.65,0.0,low
CAP14010,GAR039,2025-04-08,Tuesday,6,4,2,0.667,2,2.82,0.49,moderate
CAP14011,GAR039,2025-04-09,Wednesday,6,4,2,0.667,3,3.1,0.99,moderate
CAP14012,GAR039,2025-04-10,Thursday,6,1,5,0.167,0,3.16,0.0,low
CAP14013,GAR039,2025-04-11,Friday,6,3,3,0.5,0,2.87,0.0,moderate
CAP14014,GAR039,2025-04-12,Saturday,6,4,2,0.667,0,3.01,0.0,moderate
CAP14015,GAR039,2025-04-13,Sunday,6,2,4,0.333,0,2.2,0.0,low
CAP14016,GAR039,2025-04-14,Monday,6,5,1,0.833,6,3.49,1.41,high
CAP14017,GAR039,2025-04-15,Tuesday,6,3,3,0.5,0,2.59,0.0,moderate
CAP14018,GAR039,2025-04-16,Wednesday,6,1,5,0.167,0,3.42,0.0,low
CAP14019,GAR039,2025-04-17,Thursday,6,4,2,0.667,1,3.48,0.23,moderate
CAP14020,GAR039,2025-04-18,Friday,6,1,5,0.167,0,3.32,0.0,low
CAP14021,GAR039,2025-04-19,Saturday,6,2,4,0.333,0,3.34,0.0,low
CAP14022,GAR039,2025-04-20,Sunday,6,3,3,0.5,0,2.93,0.0,moderate
CAP14023,GAR039,2025-04-21,Monday,6,4,2,0.667,2,3.29,0.55,moderate
CAP14024,GAR039,2025-04-22,Tuesday,6,3,3,0.5,0,3.03,0.0,moderate
CAP14025,GAR039,2025-04-23,Wednesday,6,3,3,0.5,0,2.66,0.0,moderate
CAP14026,GAR039,2025-04-24,Thursday,6,3,3,0.5,0,2.69,0.0,moderate
CAP14027,GAR039,2025-04-25,Friday,6,4,2,0.667,3,2.83,0.72,moderate
CAP14028,GAR039,2025-04-26,Saturday,6,4,2,0.667,1,3.02,0.25,moderate
CAP14029,GAR039,2025-04-27,Sunday,6,1,5,0.167,0,2.85,0.0,low
CAP14030,GAR039,2025-04-28,Monday,6,5,1,0.833,8,3.18,2.27,high
CAP14031,GAR039,2025-04-29,Tuesday,6,5,1,0.833,6,3.15,1.31,high
CAP14032,GAR039,2025-04-30,Wednesday,6,2,4,0.333,0,2.76,0.0,low
CAP14033,GAR039,2025-05-01,Thursday,6,3,3,0.5,0,3.37,0.0,moderate
CAP14034,GAR039,2025-05-02,Friday,6,5,1,0.833,8,3.03,2.06,high
CAP14035,GAR039,2025-05-03,Saturday,6,3,3,0.5,0,3.12,0.0,moderate
CAP14036,GAR039,2025-05-04,Sunday,6,3,3,0.5,0,2.87,0.0,moderate
CAP14037,GAR039,2025-05-05,Monday,6,6,0,1.0,9,3.24,5.28,very_high
CAP14038,GAR039,2025-05-06,Tuesday,6,1,5,0.167,0,2.86,0.0,low
CAP14039,GAR039,2025-05-07,Wednesday,6,3,3,0.5,0,3.14,0.0,moderate
CAP14040,GAR039,2025-05-08,Thursday,6,3,3,0.5,0,2.78,0.0,moderate
CAP14041,GAR039,2025-05-09,Friday,6,5,1,0.833,5,3.12,1.56,high
CAP14042,GAR039,2025-05-10,Saturday,6,3,3,0.5,0,3.13,0.0,moderate
CAP14043,GAR039,2025-05-11,Sunday,6,2,4,0.333,0,2.57,0.0,low
CAP14044,GAR039,2025-05-12,Monday,6,4,2,0.667,4,2.86,1.22,moderate
CAP14045,GAR039,2025-05-13,Tuesday,6,3,3,0.5,0,3.04,0.0,moderate
CAP14046,GAR039,2025-05-14,Wednesday,6,3,3,0.5,0,3.25,0.0,moderate
CAP14047,GAR039,2025-05-15,Thursday,6,6,0,1.0,10,2.69,3.5,very_high
CAP14048,GAR039,2025-05-16,Friday,6,3,3,0.5,0,2.9,0.0,moderate
CAP14049,GAR039,2025-05-17,Saturday,6,2,4,0.333,0,3.38,0.0,low
CAP14050,GAR039,2025-05-18,Sunday,6,1,5,0.167,0,3.06,0.0,low
CAP14051,GAR039,2025-05-19,Monday,6,4,2,0.667,1,2.51,0.2,moderate
CAP14052,GAR039,2025-05-20,Tuesday,6,5,1,0.833,5,3.85,1.68,high
CAP14053,GAR039,2025-05-21,Wednesday,6,4,2,0.667,1,2.94,0.28,moderate
CAP14054,GAR039,2025-05-22,Thursday,6,4,2,0.667,1,2.59,0.24,moderate
CAP14055,GAR039,2025-05-23,Friday,6,6,0,1.0,4,3.16,3.23,very_high
CAP14056,GAR039,2025-05-24,Saturday,6,4,2,0.667,1,3.01,0.25,moderate
CAP14057,GAR039,2025-05-25,Sunday,6,2,4,0.333,0,3.04,0.0,low
CAP14058,GAR039,2025-05-26,Monday,6,5,1,0.833,5,3.3,1.2,high
CAP14059,GAR039,2025-05-27,Tuesday,6,5,1,0.833,6,2.83,1.13,high
CAP14060,GAR039,2025-05-28,Wednesday,6,5,1,0.833,3,3.64,1.09,high
CAP14061,GAR039,2025-05-29,Thursday,6,1,5,0.167,0,3.17,0.0,low
CAP14062,GAR039,2025-05-30,Friday,6,6,0,1.0,11,3.64,4.8,very_high
CAP14063,GAR039,2025-05-31,Saturday,6,5,1,0.833,10,2.99,3.03,high
CAP14064,GAR039,2025-06-01,Sunday,6,3,3,0.5,0,3.12,0.0,moderate
CAP14065,GAR039,2025-06-02,Monday,6,6,0,1.0,5,3.28,3.13,very_high
CAP14066,GAR039,2025-06-03,Tuesday,6,4,2,0.667,2,2.96,0.43,moderate
CAP14067,GAR039,2025-06-04,Wednesday,6,4,2,0.667,1,3.08,0.26,moderate
CAP14068,GAR039,2025-06-05,Thursday,6,3,3,0.5,0,2.51,0.0,moderate
CAP14069,GAR039,2025-06-06,Friday,6,3,3,0.5,0,2.67,0.0,moderate
CAP14070,GAR039,2025-06-07,Saturday,6,2,4,0.333,0,2.85,0.0,low
CAP14071,GAR039,2025-06-08,Sunday,6,2,4,0.333,0,2.81,0.0,low
CAP14072,GAR039,2025-06-09,Monday,6,5,1,0.833,8,3.04,1.79,high
CAP14073,GAR039,2025-06-10,Tuesday,6,4,2,0.667,2,3.0,0.51,moderate
CAP14074,GAR039,2025-06-11,Wednesday,6,6,0,1.0,10,3.06,3.69,very_high
CAP14075,GAR039,2025-06-12,Thursday,6,5,1,0.833,5,3.14,1.23,high
CAP14076,GAR039,2025-06-13,Friday,6,4,2,0.667,0,2.94,0.0,moderate
CAP14077,GAR039,2025-06-14,Saturday,6,3,3,0.5,0,3.25,0.0,moderate
CAP14078,GAR039,2025-06-15,Sunday,6,3,3,0.5,0,2.93,0.0,moderate
CAP14079,GAR039,2025-06-16,Monday,6,4,2,0.667,0,3.05,0.0,moderate
CAP14080,GAR039,2025-06-17,Tuesday,6,4,2,0.667,2,2.97,0.53,moderate
CAP14081,GAR039,2025-06-18,Wednesday,6,5,1,0.833,6,3.37,1.6,high
CAP14082,GAR039,2025-06-19,Thursday,6,5,1,0.833,4,3.14,1.3,high
CAP14083,GAR039,2025-06-20,Friday,6,3,3,0.5,0,3.11,0.0,moderate
CAP14084,GAR039,2025-06-21,Saturday,6,4,2,0.667,2,3.14,0.63,moderate
CAP14085,GAR039,2025-06-22,Sunday,6,3,3,0.5,0,2.53,0.0,moderate
CAP14086,GAR039,2025-06-23,Monday,6,5,1,0.833,5,3.11,1.31,high
CAP14087,GAR039,2025-06-24,Tuesday,6,5,1,0.833,13,3.12,3.74,very_high
CAP14088,GAR039,2025-06-25,Wednesday,6,4,2,0.667,2,3.53,0.47,moderate
CAP14089,GAR039,2025-06-26,Thursday,6,5,1,0.833,5,2.99,1.25,high
CAP14090,GAR039,2025-06-27,Friday,6,4,2,0.667,1,3.59,0.3,moderate
CAP14091,GAR039,2025-06-28,Saturday,6,5,1,0.833,5,3.55,1.85,high
CAP14092,GAR039,2025-06-29,Sunday,6,3,3,0.5,0,3.1,0.0,moderate
CAP14093,GAR039,2025-06-30,Monday,6,6,0,1.0,5,3.07,3.39,very_high
CAP14094,GAR039,2025-07-01,Tuesday,6,5,1,0.833,4,3.08,0.89,high
CAP14095,GAR039,2025-07-02,Wednesday,6,5,1,0.833,2,3.54,0.66,high
CAP14096,GAR039,2025-07-03,Thursday,6,4,2,0.667,3,3.3,0.8,moderate
CAP14097,GAR039,2025-07-04,Friday,6,3,3,0.5,0,2.91,0.0,moderate
CAP14098,GAR039,2025-07-05,Saturday,6,4,2,0.667,0,2.86,0.0,moderate
CAP14099,GAR039,2025-07-06,Sunday,6,3,3,0.5,0,3.22,0.0,moderate
CAP14100,GAR039,2025-07-07,Monday,6,3,3,0.5,0,3.09,0.0,moderate
CAP14101,GAR039,2025-07-08,Tuesday,6,5,1,0.833,5,3.02,1.55,high
CAP14102,GAR039,2025-07-09,Wednesday,6,5,1,0.833,8,3.34,2.63,high
CAP14103,GAR039,2025-07-10,Thursday,6,4,2,0.667,1,3.54,0.32,moderate
CAP14104,GAR039,2025-07-11,Friday,6,1,5,0.167,0,2.92,0.0,low
CAP14105,GAR039,2025-07-12,Saturday,6,4,2,0.667,2,2.99,0.5,moderate
CAP14106,GAR039,2025-07-13,Sunday,6,2,4,0.333,0,3.02,0.0,low
CAP14107,GAR039,2025-07-14,Monday,6,5,1,0.833,5,3.55,1.87,high
CAP14108,GAR039,2025-07-15,Tuesday,6,5,1,0.833,5,3.36,1.24,high
CAP14109,GAR039,2025-07-16,Wednesday,6,6,0,1.0,8,3.39,5.5,very_high
CAP14110,GAR039,2025-07-17,Thursday,6,4,2,0.667,0,2.98,0.0,moderate
CAP14111,GAR039,2025-07-18,Friday,6,5,1,0.833,10,2.9,2.36,high
CAP14112,GAR039,2025-07-19,Saturday,6,4,2,0.667,3,3.27,0.86,moderate
CAP14113,GAR039,2025-07-20,Sunday,6,2,4,0.333,0,2.59,0.0,low
CAP14114,GAR039,2025-07-21,Monday,6,5,1,0.833,7,2.98,1.47,high
CAP14115,GAR039,2025-07-22,Tuesday,6,4,2,0.667,2,3.32,0.68,moderate
CAP14116,GAR039,2025-07-23,Wednesday,6,6,0,1.0,15,3.9,6.14,very_high
CAP14117,GAR039,2025-07-24,Thursday,6,3,3,0.5,0,3.23,0.0,moderate
CAP14118,GAR039,2025-07-25,Friday,6,6,0,1.0,7,2.83,4.29,very_high
CAP14119,GAR039,2025-07-26,Saturday,6,5,1,0.833,10,3.35,3.36,high
CAP14120,GAR039,2025-07-27,Sunday,6,2,4,0.333,0,2.72,0.0,low
CAP14121,GAR039,2025-07-28,Monday,6,3,3,0.5,0,2.85,0.0,moderate
CAP14122,GAR039,2025-07-29,Tuesday,6,6,0,1.0,9,3.19,4.22,very_high
CAP14123,GAR039,2025-07-30,Wednesday,6,6,0,1.0,11,3.88,5.36,very_high
CAP14124,GAR039,2025-07-31,Thursday,6,3,3,0.5,0,3.14,0.0,moderate
CAP14125,GAR039,2025-08-01,Friday,6,6,0,1.0,9,2.48,4.92,very_high
CAP14126,GAR039,2025-08-02,Saturday,6,2,4,0.333,0,2.88,0.0,low
CAP14127,GAR039,2025-08-03,Sunday,6,1,5,0.167,0,2.96,0.0,low
CAP14128,GAR039,2025-08-04,Monday,6,6,0,1.0,14,2.79,4.96,very_high
CAP14129,GAR039,2025-08-05,Tuesday,6,4,2,0.667,0,2.84,0.0,moderate
CAP14130,GAR039,2025-08-06,Wednesday,6,4,2,0.667,2,2.72,0.4,moderate
CAP14131,GAR039,2025-08-07,Thursday,6,2,4,0.333,0,3.19,0.0,low
CAP14132,GAR039,2025-08-08,Friday,6,3,3,0.5,0,2.53,0.0,moderate
CAP14133,GAR039,2025-08-09,Saturday,6,4,2,0.667,3,2.53,0.79,moderate
CAP14134,GAR039,2025-08-10,Sunday,6,2,4,0.333,0,3.07,0.0,low
CAP14135,GAR039,2025-08-11,Monday,6,4,2,0.667,6,3.32,1.4,high
CAP14136,GAR039,2025-08-12,Tuesday,6,5,1,0.833,6,3.5,1.51,high
CAP14137,GAR039,2025-08-13,Wednesday,6,5,1,0.833,8,3.45,2.67,high
CAP14138,GAR039,2025-08-14,Thursday,6,5,1,0.833,7,3.17,2.26,high
CAP14139,GAR039,2025-08-15,Friday,6,6,0,1.0,10,3.33,5.63,very_high
CAP14140,GAR039,2025-08-16,Saturday,6,4,2,0.667,0,2.65,0.0,moderate
CAP14141,GAR039,2025-08-17,Sunday,6,3,3,0.5,0,2.64,0.0,moderate
CAP14142,GAR039,2025-08-18,Monday,6,6,0,1.0,11,2.76,4.52,very_high
CAP14143,GAR039,2025-08-19,Tuesday,6,6,0,1.0,10,3.03,5.72,very_high
CAP14144,GAR039,2025-08-20,Wednesday,6,5,1,0.833,2,2.98,0.53,high
CAP14145,GAR039,2025-08-21,Thursday,6,3,3,0.5,0,3.09,0.0,moderate
CAP14146,GAR039,2025-08-22,Friday,6,4,2,0.667,1,3.2,0.26,moderate
CAP14147,GAR039,2025-08-23,Saturday,6,2,4,0.333,0,3.03,0.0,low
CAP14148,GAR039,2025-08-24,Sunday,6,2,4,0.333,0,2.62,0.0,low
CAP14149,GAR039,2025-08-25,Monday,6,6,0,1.0,12,3.59,5.9,very_high
CAP14150,GAR039,2025-08-26,Tuesday,6,4,2,0.667,1,2.85,0.28,moderate
CAP14151,GAR039,2025-08-27,Wednesday,6,6,0,1.0,10,2.32,5.04,very_high
CAP14152,GAR039,2025-08-28,Thursday,6,4,2,0.667,0,2.82,0.0,moderate
CAP14153,GAR039,2025-08-29,Friday,6,3,3,0.5,0,2.75,0.0,moderate
CAP14154,GAR039,2025-08-30,Saturday,6,4,2,0.667,4,3.48,1.13,moderate
CAP14155,GAR039,2025-08-31,Sunday,6,1,5,0.167,0,2.63,0.0,low
CAP14156,GAR039,2025-09-01,Monday,6,6,0,1.0,15,3.18,7.32,very_high
CAP14157,GAR039,2025-09-02,Tuesday,6,3,3,0.5,0,3.15,0.0,moderate
CAP14158,GAR039,2025-09-03,Wednesday,6,4,2,0.667,1,2.75,0.23,moderate
CAP14159,GAR039,2025-09-04,Thursday,6,5,1,0.833,6,2.97,1.49,high
CAP14160,GAR039,2025-09-05,Friday,6,4,2,0.667,1,2.59,0.18,moderate
CAP14161,GAR039,2025-09-06,Saturday,6,4,2,0.667,1,3.31,0.28,moderate
CAP14162,GAR039,2025-09-07,Sunday,6,3,3,0.5,0,3.03,0.0,moderate
CAP14163,GAR039,2025-09-08,Monday,6,3,3,0.5,0,3.26,0.0,moderate
CAP14164,GAR039,2025-09-09,Tuesday,6,4,2,0.667,3,2.44,0.57,moderate
CAP14165,GAR039,2025-09-10,Wednesday,6,4,2,0.667,4,2.93,0.81,moderate
CAP14166,GAR039,2025-09-11,Thursday,6,3,3,0.5,0,3.12,0.0,moderate
CAP14167,GAR039,2025-09-12,Friday,6,5,1,0.833,9,2.9,2.74,high
CAP14168,GAR039,2025-09-13,Saturday,6,1,5,0.167,0,2.98,0.0,low
CAP14169,GAR039,2025-09-14,Sunday,6,2,4,0.333,0,2.7,0.0,low
CAP14170,GAR039,2025-09-15,Monday,6,3,3,0.5,0,3.15,0.0,moderate
CAP14171,GAR039,2025-09-16,Tuesday,6,4,2,0.667,2,3.36,0.63,moderate
CAP14172,GAR039,2025-09-17,Wednesday,6,3,3,0.5,0,3.47,0.0,moderate
CAP14173,GAR039,2025-09-18,Thursday,6,4,2,0.667,0,2.94,0.0,moderate
CAP14174,GAR039,2025-09-19,Friday,6,4,2,0.667,2,2.99,0.56,moderate
CAP14175,GAR039,2025-09-20,Saturday,6,3,3,0.5,0,3.14,0.0,moderate
CAP14176,GAR039,2025-09-21,Sunday,6,2,4,0.333,0,2.9,0.0,low
CAP14177,GAR039,2025-09-22,Monday,6,6,0,1.0,7,3.13,4.8,very_high
CAP14178,GAR039,2025-09-23,Tuesday,6,5,1,0.833,6,3.06,1.65,high
CAP14179,GAR039,2025-09-24,Wednesday,6,3,3,0.5,0,2.9,0.0,moderate
CAP14180,GAR039,2025-09-25,Thursday,6,3,3,0.5,0,3.18,0.0,moderate
CAP14181,GAR039,2025-09-26,Friday,6,2,4,0.333,0,2.74,0.0,low
CAP14182,GAR039,2025-09-27,Saturday,6,6,0,1.0,3,2.94,3.3,very_high
CAP14183,GAR039,2025-09-28,Sunday,6,3,3,0.5,0,3.35,0.0,moderate
CAP14184,GAR039,2025-09-29,Monday,6,4,2,0.667,1,2.92,0.25,moderate
CAP14185,GAR039,2025-09-30,Tuesday,6,3,3,0.5,0,2.92,0.0,moderate
CAP14186,GAR039,2025-10-01,Wednesday,6,3,3,0.5,0,2.9,0.0,moderate
CAP14187,GAR039,2025-10-02,Thursday,6,4,2,0.667,1,3.03,0.26,moderate
CAP14188,GAR039,2025-10-03,Friday,6,5,1,0.833,7,2.61,1.86,high
CAP14189,GAR039,2025-10-04,Saturday,6,2,4,0.333,0,3.14,0.0,low
CAP14190,GAR039,2025-10-05,Sunday,6,1,5,0.167,0,3.06,0.0,low
CAP14191,GAR039,2025-10-06,Monday,6,4,2,0.667,2,3.38,0.51,moderate
CAP14192,GAR039,2025-10-07,Tuesday,6,5,1,0.833,4,2.87,1.02,high
CAP14193,GAR039,2025-10-08,Wednesday,6,1,5,0.167,0,2.48,0.0,low
CAP14194,GAR039,2025-10-09,Thursday,6,2,4,0.333,0,3.05,0.0,low
CAP14195,GAR039,2025-10-10,Friday,6,4,2,0.667,2,3.17,0.52,moderate
CAP14196,GAR039,2025-10-11,Saturday,6,3,3,0.5,0,2.96,0.0,moderate
CAP14197,GAR039,2025-10-12,Sunday,6,2,4,0.333,0,2.58,0.0,low
CAP14198,GAR039,2025-10-13,Monday,6,4,2,0.667,0,3.33,0.0,moderate
CAP14199,GAR039,2025-10-14,Tuesday,6,3,3,0.5,0,2.61,0.0,moderate
CAP14200,GAR039,2025-10-15,Wednesday,6,2,4,0.333,0,2.49,0.0,low
CAP14201,GAR039,2025-10-16,Thursday,6,3,3,0.5,0,2.99,0.0,moderate
CAP14202,GAR039,2025-10-17,Friday,6,2,4,0.333,0,2.95,0.0,low
CAP14203,GAR039,2025-10-18,Saturday,6,2,4,0.333,0,2.71,0.0,low
CAP14204,GAR039,2025-10-19,Sunday,6,2,4,0.333,0,2.96,0.0,low
CAP14205,GAR039,2025-10-20,Monday,6,5,1,0.833,5,3.07,1.26,high
CAP14206,GAR039,2025-10-21,Tuesday,6,0,6,0.0,0,2.52,0.0,low
CAP14207,GAR039,2025-10-22,Wednesday,6,3,3,0.5,0,2.92,0.0,moderate
CAP14208,GAR039,2025-10-23,Thursday,6,2,4,0.333,0,3.08,0.0,low
CAP14209,GAR039,2025-10-24,Friday,6,5,1,0.833,10,2.93,2.84,high
CAP14210,GAR039,2025-10-25,Saturday,6,1,5,0.167,0,2.75,0.0,low
CAP14211,GAR039,2025-10-26,Sunday,6,3,3,0.5,0,2.66,0.0,moderate
CAP14212,GAR039,2025-10-27,Monday,6,4,2,0.667,0,2.74,0.0,moderate
CAP14213,GAR039,2025-10-28,Tuesday,6,3,3,0.5,0,3.42,0.0,moderate
CAP14214,GAR039,2025-10-29,Wednesday,6,5,1,0.833,3,3.28,0.98,high
CAP14215,GAR039,2025-10-30,Thursday,6,5,1,0.833,4,3.56,1.43,high
CAP14216,GAR039,2025-10-31,Friday,6,5,1,0.833,3,2.75,0.86,high
CAP14217,GAR039,2025-11-01,Saturday,6,4,2,0.667,2,3.16,0.44,moderate
CAP14218,GAR039,2025-11-02,Sunday,6,2,4,0.333,0,3.12,0.0,low
CAP14219,GAR039,2025-11-03,Monday,6,4,2,0.667,1,2.63,0.26,moderate
CAP14220,GAR039,2025-11-04,Tuesday,6,5,1,0.833,7,3.68,1.98,high
CAP14221,GAR039,2025-11-05,Wednesday,6,5,1,0.833,2,2.97,0.49,high
CAP14222,GAR039,2025-11-06,Thursday,6,3,3,0.5,0,2.64,0.0,moderate
CAP14223,GAR039,2025-11-07,Friday,6,6,0,1.0,8,2.88,5.06,very_high
CAP14224,GAR039,2025-11-08,Saturday,6,2,4,0.333,0,2.92,0.0,low
CAP14225,GAR039,2025-11-09,Sunday,6,0,6,0.0,0,2.74,0.0,low
CAP14226,GAR039,2025-11-10,Monday,6,3,3,0.5,0,2.77,0.0,moderate
CAP14227,GAR039,2025-11-11,Tuesday,6,3,3,0.5,0,3.08,0.0,moderate
CAP14228,GAR039,2025-11-12,Wednesday,6,3,3,0.5,0,2.88,0.0,moderate
CAP14229,GAR039,2025-11-13,Thursday,6,4,2,0.667,1,2.85,0.23,moderate
CAP14230,GAR039,2025-11-14,Friday,6,3,3,0.5,0,3.45,0.0,moderate
CAP14231,GAR039,2025-11-15,Saturday,6,2,4,0.333,0,3.18,0.0,low
CAP14232,GAR039,2025-11-16,Sunday,6,3,3,0.5,0,2.75,0.0,moderate
CAP14233,GAR039,2025-11-17,Monday,6,5,1,0.833,9,3.0,2.78,high
CAP14234,GAR039,2025-11-18,Tuesday,6,5,1,0.833,1,3.43,0.27,high
CAP14235,GAR039,2025-11-19,Wednesday,6,6,0,1.0,6,3.61,3.65,very_high
CAP14236,GAR040,2024-11-20,Wednesday,7,5,2,0.714,5,2.45,0.92,high
CAP14237,GAR040,2024-11-21,Thursday,7,4,3,0.571,0,2.34,0.0,moderate
CAP14238,GAR040,2024-11-22,Friday,7,6,1,0.857,5,2.35,2.29,high
CAP14239,GAR040,2024-11-23,Saturday,7,5,2,0.714,3,2.62,0.67,high
CAP14240,GAR040,2024-11-24,Sunday,7,4,3,0.571,0,2.82,0.0,moderate
CAP14241,GAR040,2024-11-25,Monday,7,4,3,0.571,0,2.29,0.0,moderate
CAP14242,GAR040,2024-11-26,Tuesday,7,7,0,1.0,4,2.41,2.56,very_high
CAP14243,GAR040,2024-11-27,Wednesday,7,5,2,0.714,2,2.2,0.33,high
CAP14244,GAR040,2024-11-28,Thursday,7,7,0,1.0,11,2.18,3.68,very_high
CAP14245,GAR040,2024-11-29,Friday,7,5,2,0.714,2,2.12,0.28,high
CAP14246,GAR040,2024-11-30,Saturday,7,4,3,0.571,0,2.34,0.0,moderate
CAP14247,GAR040,2024-12-01,Sunday,7,3,4,0.429,0,2.77,0.0,moderate
CAP14248,GAR040,2024-12-02,Monday,7,5,2,0.714,3,2.52,0.6,high
CAP14249,GAR040,2024-12-03,Tuesday,7,5,2,0.714,2,2.07,0.37,high
CAP14250,GAR040,2024-12-04,Wednesday,7,6,1,0.857,4,2.54,3.19,high
CAP14251,GAR040,2024-12-05,Thursday,7,5,2,0.714,2,2.61,0.31,high
CAP14252,GAR040,2024-12-06,Friday,7,4,3,0.571,0,2.54,0.0,moderate
